Country,ISO,BoundaryType,BoundaryName,License,License Source,Source,Year,GeoJSON
Lithuania,LTU,ADM1,Lithuania,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LTU/ADM1/geoBoundaries-LTU-ADM1.geojson
Lithuania,LTU,ADM2,Lithuania,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LTU/ADM2/geoBoundaries-LTU-ADM2.geojson
Lithuania,LTU,ADM3,Lithuania,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LTU/ADM3/geoBoundaries-LTU-ADM3.geojson
Luxembourg,LUX,ADM0,Luxembourg,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LUX/ADM0/geoBoundaries-LUX-ADM0.geojson
Luxembourg,LUX,ADM1,Luxembourg,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LUX/ADM1/geoBoundaries-LUX-ADM1.geojson
Luxembourg,LUX,ADM2,Luxembourg,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LUX/ADM2/geoBoundaries-LUX-ADM2.geojson
Luxembourg,LUX,ADM3,Luxembourg,Public Domain,data.public.lu/en/datasets/limites-administratives-du-grand-duche-de-luxembourg/,data.public.lu/en/datasets/limites-administratives-du-grand-duche-de-luxembourg/,2018,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LUX/ADM3/geoBoundaries-LUX-ADM3.geojson
Madagascar,MDG,ADM0,Madagascar,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MDG/ADM0/geoBoundaries-MDG-ADM0.geojson
Madagascar,MDG,ADM1,Madagascar,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MDG/ADM1/geoBoundaries-MDG-ADM1.geojson
Madagascar,MDG,ADM2,Madagascar,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MDG/ADM2/geoBoundaries-MDG-ADM2.geojson
Madagascar,MDG,ADM3,Madagascar,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MDG/ADM3/geoBoundaries-MDG-ADM3.geojson
Madagascar,MDG,ADM4,Madagascar,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,data.humdata.org/dataset/madagascar-administrative-level-0-4-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MDG/ADM4/geoBoundaries-MDG-ADM4.geojson
Malawi,MWI,ADM0,Malawi,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MWI/ADM0/geoBoundaries-MWI-ADM0.geojson
Malawi,MWI,ADM1,Malawi,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MWI/ADM1/geoBoundaries-MWI-ADM1.geojson
Malawi,MWI,ADM2,Malawi,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/malawi-administrative-level-0-3-boundaries,data.humdata.org/dataset/malawi-administrative-level-0-3-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MWI/ADM2/geoBoundaries-MWI-ADM2.geojson
Malawi,MWI,ADM3,Malawi,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,www.masdap.mw/layers/docker-osm,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MWI/ADM3/geoBoundaries-MWI-ADM3.geojson
Malaysia,MYS,ADM0,Malaysia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MYS/ADM0/geoBoundaries-MYS-ADM0.geojson
Malaysia,MYS,ADM1,Malaysia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MYS/ADM1/geoBoundaries-MYS-ADM1.geojson
Malaysia,MYS,ADM2,Malaysia,Creative Commons Attribution 3.0 License,www.citypopulation.de/en/help/termsofuse/,www.citypopulation.de/en/malaysia/admin/,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MYS/ADM2/geoBoundaries-MYS-ADM2.geojson
Malaysia,MYS,ADM3,Malaysia,Creative Commons Attribution 4.0 (CC BY 4.0),commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MYS/ADM3/geoBoundaries-MYS-ADM3.geojson
Maldives,MDV,ADM0,Maldives,Creative Commons Attribution 4.0 (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MDV/ADM0/geoBoundaries-MDV-ADM0.geojson
Maldives,MDV,ADM1,Maldives,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MDV/ADM1/geoBoundaries-MDV-ADM1.geojson
Maldives,MDV,ADM2,Maldives,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/maldives-administrative-boundaries-polygon-polyline,data.humdata.org/dataset/maldives-administrative-boundaries-polygon-polyline,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MDV/ADM2/geoBoundaries-MDV-ADM2.geojson
Mali,MLI,ADM0,Mali,Creative Commons Attribution 4.0 International (CC BY 4.0),data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MLI/ADM0/geoBoundaries-MLI-ADM0.geojson
Mali,MLI,ADM1,Mali,Creative Commons Attribution 4.0 International (CC BY 4.0),data.humdata.org/dataset/administrative-boundaries-cod-mli,data.humdata.org/dataset/administrative-boundaries-cod-mli,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MLI/ADM1/geoBoundaries-MLI-ADM1.geojson
Mali,MLI,ADM2,Mali,Creative Commons Attribution 4.0 International (CC BY 4.0),data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MLI/ADM2/geoBoundaries-MLI-ADM2.geojson
Mali,MLI,ADM3,Mali,Creative Commons Attribution 4.0 International (CC BY 4.0),data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,data.humdata.org/dataset/mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MLI/ADM3/geoBoundaries-MLI-ADM3.geojson
Malta,MLT,ADM0,Malta,Public Domain,commons.wikimedia.org/wiki/File,upload.wikimedia.org/wikipedia/commons/1/1d/DistritosMalta.PNG,2010,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MLT/ADM0/geoBoundaries-MLT-ADM0.geojson
Malta,MLT,ADM1,Malta,Public Domain,d-maps.com/conditions.php?lang=en,d-maps.com/carte.php?num_car=60336&lang=en,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MLT/ADM1/geoBoundaries-MLT-ADM1.geojson
Marshall Islands,MHL,ADM0,Marshall Islands,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MHL/ADM0/geoBoundaries-MHL-ADM0.geojson
Marshall Islands,MHL,ADM1,Marshall Islands,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MHL/ADM1/geoBoundaries-MHL-ADM1.geojson
Martinique,MTQ,ADM0,Martinique,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MTQ/ADM0/geoBoundaries-MTQ-ADM0.geojson
Martinique,MTQ,ADM3,Martinique,Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,geoservices.ign.fr/adminexpress,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MTQ/ADM3/geoBoundaries-MTQ-ADM3.geojson
Martinique,MTQ,ADM4,Martinique,Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,geoservices.ign.fr/adminexpress,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MTQ/ADM4/geoBoundaries-MTQ-ADM4.geojson
Mauritania,MRT,ADM0,Mauritania,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/mauritania-administrative-boundaries,data.humdata.org/dataset/mauritania-administrative-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MRT/ADM0/geoBoundaries-MRT-ADM0.geojson
Mauritania,MRT,ADM1,Mauritania,Creative Commons Attribution-ShareAlike 3.0 Unported,maps.princeton.edu/catalog/stanford-nw291zj7245/metadata,maps.princeton.edu/catalog/stanford-nw291zj7245,2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MRT/ADM1/geoBoundaries-MRT-ADM1.geojson
Mauritania,MRT,ADM2,Mauritania,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/mauritania-administrative-boundaries,data.humdata.org/dataset/mauritania-administrative-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MRT/ADM2/geoBoundaries-MRT-ADM2.geojson
Mauritius,MUS,ADM0,Mauritius,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MUS/ADM0/geoBoundaries-MUS-ADM0.geojson
Mauritius,MUS,ADM1,Mauritius,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MUS/ADM1/geoBoundaries-MUS-ADM1.geojson
Mayotte,MYT,ADM0,Mayotte,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MYT/ADM0/geoBoundaries-MYT-ADM0.geojson
Mayotte,MYT,ADM4,Mayotte,Etalab Open License 2.0,geoservices.ign.fr/sites/default/files/2021-11/IGNF_ADMIN_EXPRESS_3-1.html,geoservices.ign.fr/adminexpress,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MYT/ADM4/geoBoundaries-MYT-ADM4.geojson
Mexico,MEX,ADM0,Mexico,Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/public-licenses#cc-by,datacatalog.worldbank.org/dataset/mexico-municipalities-2012,2012,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MEX/ADM0/geoBoundaries-MEX-ADM0.geojson
Mexico,MEX,ADM1,Mexico,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/mexican-administrative-level-0-country-1-estado-and-2-municipio-boundary-polygons,data.humdata.org/dataset/mexican-administrative-level-0-country-1-estado-and-2-municipio-boundary-polygons,2020,https://github.com/wmgeolab/geoBoundaries/raw/90a1d52/releaseData/gbOpen/MEX/ADM1/geoBoundaries-MEX-ADM1.geojson
Mexico,MEX,ADM2,Mexico,Creative Commons Attribution 4.0 (CC BY 4.0),datacatalog.worldbank.org/public-licenses#cc-by,datacatalog.worldbank.org/dataset/mexico-municipalities-2012,2012,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MEX/ADM2/geoBoundaries-MEX-ADM2.geojson
Micronesia (Federated States of),FSM,ADM0,Micronesia (Fed. States of),Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),Data https,data.humdata.org/dataset/fsm-2010-administrative-level-0-2-boundaries,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FSM/ADM0/geoBoundaries-FSM-ADM0.geojson
Micronesia (Federated States of),FSM,ADM1,Micronesia (Fed. States of),Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),Data https,data.humdata.org/dataset/fsm-2010-administrative-level-0-2-boundaries,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FSM/ADM1/geoBoundaries-FSM-ADM1.geojson
Micronesia (Federated States of),FSM,ADM2,Micronesia (Fed. States of),Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),Data https,data.humdata.org/dataset/fsm-2010-administrative-level-0-2-boundaries,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/FSM/ADM2/geoBoundaries-FSM-ADM2.geojson
Monaco,MCO,ADM0,Monaco,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MCO/ADM0/geoBoundaries-MCO-ADM0.geojson
Monaco,MCO,ADM1,Monaco,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MCO/ADM1/geoBoundaries-MCO-ADM1.geojson
Monaco,MCO,ADM2,Monaco,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MCO/ADM2/geoBoundaries-MCO-ADM2.geojson
Mongolia,MNG,ADM0,Mongolia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MNG/ADM0/geoBoundaries-MNG-ADM0.geojson
Mongolia,MNG,ADM1,Mongolia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MNG/ADM1/geoBoundaries-MNG-ADM1.geojson
Mongolia,MNG,ADM2,Mongolia,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/mongolia-administrative-boundaries-polygon-polyline,data.humdata.org/dataset/mongolia-administrative-boundaries-polygon-polyline,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MNG/ADM2/geoBoundaries-MNG-ADM2.geojson
Montenegro,MNE,ADM0,Montenegro,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MNE/ADM0/geoBoundaries-MNE-ADM0.geojson
Montenegro,MNE,ADM1,Montenegro,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MNE/ADM1/geoBoundaries-MNE-ADM1.geojson
Montserrat,MSR,ADM0,Montserrat,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MSR/ADM0/geoBoundaries-MSR-ADM0.geojson
Morocco,MAR,ADM0,Morocco,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MAR/ADM0/geoBoundaries-MAR-ADM0.geojson
Morocco,MAR,ADM1,Morocco,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MAR/ADM1/geoBoundaries-MAR-ADM1.geojson
Morocco,MAR,ADM2,Morocco,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MAR/ADM2/geoBoundaries-MAR-ADM2.geojson
Mozambique,MOZ,ADM0,Mozambique,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MOZ/ADM0/geoBoundaries-MOZ-ADM0.geojson
Mozambique,MOZ,ADM1,Mozambique,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MOZ/ADM1/geoBoundaries-MOZ-ADM1.geojson
Mozambique,MOZ,ADM2,Mozambique,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/mozambique-administrative-levels-0-3,data.humdata.org/dataset/mozambique-administrative-levels-0-3,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MOZ/ADM2/geoBoundaries-MOZ-ADM2.geojson
Mozambique,MOZ,ADM3,Mozambique,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/mozambique-administrative-levels-0-3,data.humdata.org/dataset/mozambique-administrative-levels-0-3,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MOZ/ADM3/geoBoundaries-MOZ-ADM3.geojson
Myanmar,MMR,ADM0,Myanmar,Creative Commons Attribution-ShareAlike 2.0,www.openstreetmap.org/copyright,www.openstreetmap.org/relation/50371,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MMR/ADM0/geoBoundaries-MMR-ADM0.geojson
Myanmar,MMR,ADM1,Myanmar,Creative Commons Attribution 4.0 (CC BY 4.0),data.mmanalytics.org/dataset/border-shapefiles,data.mmanalytics.org/dataset/border-shapefiles/resource/b641b45f-898d-483b-986d-f9763af4f6c6,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MMR/ADM1/geoBoundaries-MMR-ADM1.geojson
Myanmar,MMR,ADM2,Myanmar,Creative Commons Attribution 4.0 (CC BY 4.0),data.mmanalytics.org/dataset/border-shapefiles,data.mmanalytics.org/dataset/border-shapefiles/resource/b641b45f-898d-483b-986d-f9763af4f6c6,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MMR/ADM2/geoBoundaries-MMR-ADM2.geojson
Myanmar,MMR,ADM3,Myanmar,Creative Commons Attribution 4.0 (CC BY 4.0),data.mmanalytics.org/dataset/0202393f-fbdc-4e4f-9ff2-5470aee60aef/resource/4c55b1a7-e9e1-40d6-9b16-c22e062727ec,data.mmanalytics.org/dataset/0202393f-fbdc-4e4f-9ff2-5470aee60aef/resource/4c55b1a7-e9e1-40d6-9b16-c22e062727ec,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/MMR/ADM3/geoBoundaries-MMR-ADM3.geojson
Namibia,NAM,ADM0,Namibia,Creative Commons Attribution 4.0 International (CC BY 4.0),commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2014,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NAM/ADM0/geoBoundaries-NAM-ADM0.geojson
Namibia,NAM,ADM1,Namibia,Public Domain,www.naturalearthdata.com/about/terms-of-use/,www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NAM/ADM1/geoBoundaries-NAM-ADM1.geojson
Namibia,NAM,ADM2,Namibia,Public Domain,purl.stanford.edu/cs051py0596,purl.stanford.edu/cs051py0596,2007,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NAM/ADM2/geoBoundaries-NAM-ADM2.geojson
Nauru,NRU,ADM0,Nauru,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NRU/ADM0/geoBoundaries-NRU-ADM0.geojson
Nauru,NRU,ADM1,Nauru,Public Domain,creativecommons.org/share-your-work/public-domain/,www.freemapviewer.org/en/map/Map-World_331.html,2005,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NRU/ADM1/geoBoundaries-NRU-ADM1.geojson
Nepal,NPL,ADM0,Nepal,Creative Commons Attribution 4.0 International (CC BY 4.0),opendatanepal.com/dataset/new-political-and-administrative-boundaries-shapefile-of-nepal,opendatanepal.com/dataset/new-political-and-administrative-boundaries-shapefile-of-nepal,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NPL/ADM0/geoBoundaries-NPL-ADM0.geojson
Nepal,NPL,ADM1,Nepal,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/administrative-bounadries-of-nepal,data.humdata.org/dataset/administrative-bounadries-of-nepal,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NPL/ADM1/geoBoundaries-NPL-ADM1.geojson
Nepal,NPL,ADM2,Nepal,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2006,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NPL/ADM2/geoBoundaries-NPL-ADM2.geojson
Nepal,NPL,ADM3,Nepal,Creative Commons Attribution-ShareAlike 4.0 International License,opendatanepal.com/dataset/nepal-municipalities-wise-geographic-data-shp-geojson-topojson-kml,opendatanepal.com/dataset/nepal-municipalities-wise-geographic-data-shp-geojson-topojson-kml,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NPL/ADM3/geoBoundaries-NPL-ADM3.geojson
Netherlands,NLD,ADM0,Netherlands,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/208bc283-7c66-4ce7-8ad3-1cf3e8933fb5?tab=general,nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/208bc283-7c66-4ce7-8ad3-1cf3e8933fb5?tab=relations,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NLD/ADM0/geoBoundaries-NLD-ADM0.geojson
Netherlands,NLD,ADM1,Netherlands,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/208bc283-7c66-4ce7-8ad3-1cf3e8933fb5?tab=general,nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/208bc283-7c66-4ce7-8ad3-1cf3e8933fb5?tab=relations,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NLD/ADM1/geoBoundaries-NLD-ADM1.geojson
Netherlands,NLD,ADM2,Netherlands,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/208bc283-7c66-4ce7-8ad3-1cf3e8933fb5?tab=general,nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/208bc283-7c66-4ce7-8ad3-1cf3e8933fb5?tab=relations,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NLD/ADM2/geoBoundaries-NLD-ADM2.geojson
New Caledonia,NCL,ADM0,New Caledonia,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/NCL/ADM0/geoBoundaries-NCL-ADM0.geojson
New Zealand,NZL,ADM0,New Zealand,Creative Commons Attribution 4.0 International (CC BY 4.0),www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx,www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,2017,https://github.com/wmgeolab/geoBoundaries/raw/41af8f1/releaseData/gbOpen/NZL/ADM0/geoBoundaries-NZL-ADM0.geojson
